,title,content,Workout Title,Category,Routine Link,Main Goal,Workout Type,Training Level,Program Duration,Days Per Week,Time Per Workout,Equipment Required,Target Gender,Recommended Supps
146,Optional Charles Glass Beginner Ab Workout,"[['Cable Crunch', '3-5', '15-20'], ['Ab Crunch Machine', '3-5', '20-25'], ['Russian Twist', '3-5', '15-20 Each']]","Charles Glass' ""Beginner Essentials"" Bodybuilding Workout",https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/charles-glass-beginners-essentials-bodybuilding-workout,Build Muscle,Single Muscle Group,Beginner,6 weeks,3,20 minutes,Bodyweight,Male & Female,
147,Day 1: Full Body Fat Loss Workout,"[['Deadlift', '4', '3'], ['Seated Cable Row', '3', '8'], ['Lat Pull Down', '3', '12'], ['Push Up', '3', '15'], ['Walking Bodyweight Lunges', '3', '15 Each']]",Mission: Aesthetics - 10 Week Defined & Shredded Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/mission-aesthetics-10-week-fat-loss-workout,Increase Strength,Single Muscle Group,Beginner,12 weeks,3,30-45 minutes,Kettle Bells,Male & Female,"Protein Powder, Creatine Monohydrate, L-Carnitine, Fish Oil, Pre-Workout (Optional)"
148,Day 3: Upper Body Fat Loss Workout,"[['Seated Shoulder Press', '4', '6'], ['Incline Bench Press', '4', '6'], ['A1. Machine Lateral Raise', '3', '12'], ['A2. Machine Fly', '3', '12'], ['Rear Delt Fly', '3', '12'], ['Dumbbell Row', '3', '8']]",Mission: Aesthetics - 10 Week Defined & Shredded Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/mission-aesthetics-10-week-fat-loss-workout,Increase Strength,Single Muscle Group,Beginner,12 weeks,3,30-45 minutes,Kettle Bells,Male & Female,"Protein Powder, Creatine Monohydrate, L-Carnitine, Fish Oil, Pre-Workout (Optional)"
149,Day 4: Lower Body Fat Loss Workout,"[['Barbell Squat', '4', '3'], ['Leg Press', '3', '10'], ['Dumbbell Stiff Leg Deadlift', '3', '8'], ['Leg Extension', '3', '15'], ['Leg Curl', '3', '15'], ['Calf Raise', '4', '20']]",Mission: Aesthetics - 10 Week Defined & Shredded Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/mission-aesthetics-10-week-fat-loss-workout,Increase Strength,Single Muscle Group,Beginner,12 weeks,3,30-45 minutes,Kettle Bells,Male & Female,"Protein Powder, Creatine Monohydrate, L-Carnitine, Fish Oil, Pre-Workout (Optional)"
150,Day 6: Full Body Fat Loss Workout,"[['Back Squat', '4', '4'], ['Bent Over Row', '4', '4'], ['Machine Chest Press', '3', '10'], ['Dumbbell Lateral Raise', '3', '12'], ['A1. Dumbbell Curl', '3', '12'], ['A2. French Press', '3', '12'], ['B1. Preacher Curl', '3', '12'], ['B2. Tricep Push Up', '3', '12']]",Mission: Aesthetics - 10 Week Defined & Shredded Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/mission-aesthetics-10-week-fat-loss-workout,Increase Strength,Single Muscle Group,Beginner,12 weeks,3,30-45 minutes,Kettle Bells,Male & Female,"Protein Powder, Creatine Monohydrate, L-Carnitine, Fish Oil, Pre-Workout (Optional)"
151,Day 1: Lower Body Workout,"[['Squat', '4', '8'], ['Romanian Deadlift', '4', '10-12'], ['A1. Leg Curl', '3', '10-15'], ['A2. Rear Lunge', '3', '10-15'], ['Lateral Lunge', '3', '12'], ['Calf Raise', '4', '15-20'], ['Crunch', '4', '20']]",10 Week Fat Torcher: Fat Burning Program,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/10-week-fat-torcher,Increase Strength,Single Muscle Group,Intermediate,3 weeks,3,15-30 minutes,"Bands, Bodyweight, Exercise Ball",Male & Female,
152,Day 2: Upper Body Workout,"[['One Arm Dumbbell Row', '4', '8 Each'], ['Incline Dumbbell Bench Press', '4', '8'], ['Pull Up', '3', '10-12'], ['Bench Press', '3', '10'], ['Lateral Raise', '5', '10-12'], ['Face Pull', '3', '15-20'], ['A1. EZ Bar Curl', '3', '10'], ['A2. French Press', '3', '10'], ['Lying Leg Raise', '4', '15-20']]",10 Week Fat Torcher: Fat Burning Program,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/10-week-fat-torcher,Increase Strength,Single Muscle Group,Intermediate,3 weeks,3,15-30 minutes,"Bands, Bodyweight, Exercise Ball",Male & Female,
153,Day 3: Lower Body Workout,"[['Front Squat', '4', '10-12'], ['Dumbbell Stiff Legged Deadlift', '4', '10-12'], ['Leg Press', '3', '20'], ['Split Squat Jump', '3', '8 Each'], ['A1. Leg Press Calf Raise', '3', '15'], ['A2. Donkey Calf Raise', '3', '15'], ['Crunch', '4', '20']]",10 Week Fat Torcher: Fat Burning Program,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/10-week-fat-torcher,Increase Strength,Single Muscle Group,Intermediate,3 weeks,3,15-30 minutes,"Bands, Bodyweight, Exercise Ball",Male & Female,
154,Day 4: Upper Body Workout,"[['A1. Lateral Raise', '4', '10'], ['A2. Front Raise', '4', '12'], ['A3. Rear Delt Raise', '4', '15'], ['Lat Pull Down', '5', '12, 10, 8, 6, 6'], ['Cable Row', '4', '12'], ['Smith Machine Row', '3', '10'], ['Push Up', '3', 'Failure'], ['Lying Leg Raise', '4', '15-20']]",10 Week Fat Torcher: Fat Burning Program,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/10-week-fat-torcher,Increase Strength,Single Muscle Group,Intermediate,3 weeks,3,15-30 minutes,"Bands, Bodyweight, Exercise Ball",Male & Female,
155,Day 5: Cardio & Abs,"[['Crunch', '4', '20'], ['Oblique Crunch', '4', '15 Each'], ['Lying Leg Raise', '4', '15'], ['Ab Bicycle', '4', '15 Each'], ['Plank', '5', '1 Min']]",10 Week Fat Torcher: Fat Burning Program,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/10-week-fat-torcher,Increase Strength,Single Muscle Group,Intermediate,3 weeks,3,15-30 minutes,"Bands, Bodyweight, Exercise Ball",Male & Female,
156,Day 6: Lower Body & Arms Workout,"[['Deadlift', '4', '6-8'], ['Goblet Squat', '4', '12-15'], ['Bodyweight Walking Lunge', '3', '15 Each'], ['Hyperextensions', '3', '15'], ['A1. Chin Up', '3', '8'], ['A2. Tricep Dip', '3', '8'], ['B1. Cable Hammer Curl', '3', '12'], ['B2. Rope Pressdown', '3', '12']]",10 Week Fat Torcher: Fat Burning Program,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/10-week-fat-torcher,Increase Strength,Single Muscle Group,Intermediate,3 weeks,3,15-30 minutes,"Bands, Bodyweight, Exercise Ball",Male & Female,
157,Day 7: Cardio & Abs,"[['Crunch', '4', '20'], ['Oblique Crunch', '4', '15 Each'], ['Lying Leg Raise', '4', '15'], ['Ab Bicycle', '4', '15 Each'], ['Plank', '5', '1 Min']]",10 Week Fat Torcher: Fat Burning Program,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/10-week-fat-torcher,Increase Strength,Single Muscle Group,Intermediate,3 weeks,3,15-30 minutes,"Bands, Bodyweight, Exercise Ball",Male & Female,
158,Low-Moderate Intensity Conditioning,"[['6-12', '12-18', '12, 14', '35', '30', '35'], ['13-19', '19-25', '10, 12', '30', '30', '40'], ['20+', '26+', '9, 10', '25', '35', '40']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
159,Day 1,"[['1a. Box Jump', '3', '5', '-'], ['1b. Overhead Medicine Ball Slam', '3', '5', '1 min'], ['2a. Front Squat', '3', '5', '2 min'], ['2b. Bodyweight Supine Glute Bridge', '3', '10', '1 min'], ['3a. Push Press', '3', '5', '1 min'], ['3b. Band Pull Apart', '3', '10', '2min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
160,Day 2,"[['1. Dumbbell Hang Snatch', '3', '5', '90 secs'], ['2a. Barbell Explosive Bench Press', '5', '6', '30 secs'], ['2b. Stability Ball Forearm Plank', '5', '30 secs', '90 secs'], ['3a. Dumbbell Incline Press', '3', '6', '-'], ['3b. Dumbbell One Arm Row', '3', '8', '-'], ['3c. Goblet Reverse Lunges', '3', '8 each leg', '1 min'], ['4a. Dumbbell Single Leg RDL', '2', '8', '-'], ['4b. Feet Elevated Pushup', '2', 'failure', '-'], ['4c. Dumbbell Bicep Curl', '2', '15', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
161,Day 3,"[['1a. Clean', '3', '5', '-'], ['1b. Dumbbell Jump Squat', '3', '5', '3 min'], ['2. Trap Bar/Sumo Deadlift', '3', '5', '3 min'], ['3a. Dumbbell One Arm Overhead Press', '3', '6', '60-90 secs'], ['3b. Dumbbell Split Squat', '3', '8', '60-90 secs'], ['4. Dumbbell Farmers Walk', '4', '50', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
162,Day 4,"[['1a. Goblet Squat', '3', '8', '-'], ['1b. Dumbbell Stiff Leg Deadlift', '3', '8', '-'], ['1c. Dumbbell Bent-Over Row', '3', '8', '-'], ['1d. Dumbbell Press', '3', '8', '-'], ['1e. Dumbbell Curl to Press', '3', '8', '-'], ['1f. Dumbbell Goblet Lunge', '3', '8 each leg', '2min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
163,Day 1,"[['1a. Box Jump', '3', '5', '-'], ['1b. Overhead Medicine Ball Slam', '3', '5', '1 min'], ['2a. Front Squat', '3', '5', '2 min'], ['2b. Bodyweight Supine Glute Bridge', '3', '10', '1 min'], ['3a. Push Press', '3', '5', '1 min'], ['3b. Band Pull Apart', '3', '10', '2min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
164,Day 2,"[['1. Dumbbell Hang Snatch', '4', '4', '90 secs'], ['2a. Barbell Explosive Bench Press', '4', '4', '-'], ['2b. Stability Ball Forearm Plank', '4', '45 secs', '2 min'], ['3a. Dumbbell Incline Press', '3', '6', '-'], ['3b. Dumbbell One Arm Row', '3', '8', '-'], ['3c. Goblet Reverse Lunges', '3', '8 each leg', '1 min'], ['4a. Dumbbell Single Leg RDL', '2', '8', '-'], ['4b. Feet Elevated Pushup', '2', 'failure', '-'], ['4c. Dumbbell Bicep Curl', '2', '15', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
165,Day 3,"[['1a. Clean', '4', '4', '-'], ['1b. Dumbbell Jump Squat', '4', '4', '3 min'], ['2. Trap Bar/Sumo Deadlift', '4', '4', '3 min'], ['3a. Dumbbell One Arm Overhead Press', '3', '8', '60-90 secs'], ['3b. Dumbbell Offset Split Squat', '3', '10', '60-90 secs'], ['4. Dumbbell Farmers Walk', '4', '60', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
166,Day 4,"[['1a. Goblet Squat', '3', '8', '-'], ['1b. Dumbbell Stiff Leg Deadlift', '3', '8', '-'], ['1c. Dumbbell Bent-Over Row', '3', '8', '-'], ['1d. Dumbbell Press', '3', '8', '-'], ['1e. Dumbbell Curl to Press', '3', '8', '-'], ['1f. Dumbbell Goblet Lunge', '3', '8 each leg', '2min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
167,Day 1,"[['1a. Box Jump', '4', '3', '-'], ['1b. Overhead Medicine Ball Slam', '4', '3', '1 min'], ['2. Front Squat', '4', '3', '3 min'], ['3a. Push Press', '5', '3', '1 min'], ['3b. Band Pull Apart', '5', '10', '2min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
168,Day 2,"[['1. Dumbbell Hang Snatch', '5', '3', '90 secs'], ['2a. Barbell Explosive Bench Press', '5', '3', '-'], ['2b. Stability Ball Forearm Plank', '4', '45 secs', '2 min'], ['3a. Dumbbell Incline Press', '3', '6', '-'], ['3b. Dumbbell One Arm Row', '3', '8', '-'], ['3c. Goblet Reverse Lunges', '3', '8 each leg', '1 min'], ['4a. Dumbbell Single Leg RDL', '2', '8', '-'], ['4b. Feet Elevated Pushup', '2', 'failure', '-'], ['4c. Dumbbell Bicep Curl', '2', '15', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
169,Day 3,"[['1a. Clean', '4', '3', '-'], ['1b. Dumbbell Jump Squat', '4', '3', '3 min'], ['2. Trap Bar/Sumo Deadlift', '4', '3', '3 min'], ['3a. Dumbbell One Arm Overhead Press', '3', '10', '60-90 secs'], ['3b. Dumbbell Offset Split Squat', '3', '12 each side', '60-90 secs'], ['4. Dumbbell Farmers Walk', '4', '75', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
170,Day 4,"[['1a. Goblet Squat', '4', '6', '-'], ['1b. Dumbbell Stiff Leg Deadlift', '4', '6', '-'], ['1c. Dumbbell Bent-Over Row', '4', '6', '-'], ['1d. Dumbbell Press', '4', '6', '-'], ['1e. Dumbbell Curl to Press', '4', '6', '-'], ['1f. Dumbbell Goblet Lunge', '4', '6 each leg', '90 secs']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
171,Day 1,"[['1a. Box Jump', '3', '3', '-'], ['1b. Overhead Medicine Ball Slam', '3', '3', '1 min'], ['2. Front Squat', '4', '6', '2 min'], ['3a. Push Press', '4', '6', '90 secs'], ['3b. Cable Face Pulls', '4', '12', '2min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
172,Day 2,"[['1. Dumbbell One Arm Snatch', '4', '6', '90 secs'], ['2. Close Grip Bench Press', '5', '5', '90-120 secs'], ['3a. Dumbbell Incline Press', '3', '6, 8 ,10', '-'], ['3b. Dumbbell One Arm Row', '3', '8, 10, 12', '-'], ['3c. Goblet Walking Lunge', '3', '8, 10, 12', '60-90 secs'], ['4a. Dumbbell Lateral Raise', '3', '12', '-'], ['4b. Feet Elevated Pushup', '3', 'failure', '-'], ['4c. Dumbbell Hammer Curl', '3', '15', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
173,Day 3,"[['1a. Clean', '4', '5', '90 secs'], ['2. Trap Bar/Sumo Deadlift', '4', '6', '3 min'], ['3a. Kneeling Dumbbell Overhead Press', '3', '12', '60-90 secs'], ['3b. Dumbbell Offset Split Squat', '3', '12 each side', '60-90 secs'], ['4. Dumbbell Farmers Walk', '4', '75', '1 min']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
174,Day 4,"[['1a. Goblet Squat', '4', '6', '-'], ['1b. Dumbbell Stiff Leg Deadlift', '4', '6', '-'], ['1c. Dumbbell Bent-Over Row', '4', '6', '-'], ['1d. Dumbbell Press', '4', '6', '-'], ['1e. Dumbbell Curl to Press', '4', '6', '-'], ['1f. Dumbbell Goblet Lunge', '4', '6 each leg', '90 secs']]",Shredded by Summer: 8 Weeks to Your Best Body Ever,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/8-week-summer-shred,Build Muscle,Split,Advanced,16 weeks,6,60-75 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar",Male,"Protein Powder, Creatine, Mass Gainer, Multivitamin"
175,Monday: 21 Day New Year Shred,"[['1. Deadlift', '5', '5'], ['2. Circuit A', '5 Rounds'], ['a. Front Squat', '5', '5'], ['b. Med Ball Thruster Throws', '5', '10'], ['c. Med Ball Slams', '5', '10'], ['d. Treadmill Walk. 3mph @ 10% incline', '5', '2 minutes'], ['3. Circuit B', '3 Rounds'], ['a. Hamstring Bridge', '3', '5 (each side)'], ['b. Glute Bridge', '3', '10 (w/ 3 sec hold at top)'], ['4. Plank (switch positions as needed)', '1', '6 min']]",Get Shredded For The New Year: 21-Day Fat Loss Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/shredded-21-day-fat-loss,Build Muscle,Split,Intermediate,8 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Weight Gainer (optional), Pre-Workout (optional)"
176,Tuesday: 21 Day New Year Shred,"[['1. Superset', '7 Sets'], ['a. Dumbbell Chest Press', '2, 5', '10, 5'], ['b. T-Bar Row', '2, 5', '10, 5'], ['2. Circuit', '5 Rounds'], ['a. Close Grip Barbell Bench Press', '5', '5'], ['b. Wide Grip Lat Pull Downs', '5', '5'], ['c. Wide Grip Bench Press', '5', '8'], ['d. Underhand Lat Pull Downs', '5', '8'], ['e. Bike or Airdyne', '5', '3 min (sprint last 15 sec of each min)'], ['3. Bike', '12 min', '1 min light, 1 min medium, 1 min heavy resistance']]",Get Shredded For The New Year: 21-Day Fat Loss Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/shredded-21-day-fat-loss,Build Muscle,Split,Intermediate,8 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Weight Gainer (optional), Pre-Workout (optional)"
177,Wednesday: 21 Day New Year Shred,"[['a. Barbell Rollout or Ab Wheel', '12 reps'], ['b. Stability Alternates', '10 reps (each side)'], ['c. Hip Dips', '10 reps on bench (each side)'], ['d. Barbell Crunches', '20 Reps'], ['e. Rest', '1 Minute']]",Get Shredded For The New Year: 21-Day Fat Loss Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/shredded-21-day-fat-loss,Build Muscle,Split,Intermediate,8 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Weight Gainer (optional), Pre-Workout (optional)"
178,Thursday: 21 Day New Year Shred,"[['1. Dumbbell Shoulder Iso-Press', '1x10, 1x8, 3x5, 1x3'], ['2. Circuit', '5 Rounds'], ['a. Shoulder Flys', '5x10'], ['b. Jump Rope', '5x1 minute'], ['c. Front Raises', '5x10'], ['d. Jump Rope', '5x1 minute'], ['e. Rear Delt Flys', '5x10'], ['f. Jump Rope', '5x1 minute'], ['g. Barbell Shrugs', '5x10'], ['h. Jump Rope', '5x1 minute']]",Get Shredded For The New Year: 21-Day Fat Loss Workout,https://www.muscleandstrength.com/workouts/fat-loss,https://www.muscleandstrength.com/workouts/shredded-21-day-fat-loss,Build Muscle,Split,Intermediate,8 weeks,5,60-90 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines",Male,"Protein Powder, Creatine Monohydrate, Multivitamin, Weight Gainer (optional), Pre-Workout (optional)"
